,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom,Firma
112,1,EFICIENCIA ENERGETICA,1,2012,1,2012,27,20,0,[4],es_41,4.0,True
113,1,EFICIENCIA ENERGETICA,1,2012,1,2012,20,20,0,[2],es_85,2.0,True
114,1,EFICIENCIA ENERGETICA,1,2012,1,2012,26,35,0,[5],es_42,5.0,True
115,1,EFICIENCIA ENERGETICA,1,2012,1,2012,19,23,0,[5],es_18,5.0,True
116,1,EFICIENCIA ENERGETICA,1,2012,1,2012,20,26,0,[4],es_19,4.0,True
117,1,EFICIENCIA ENERGETICA,1,2012,1,2012,21,22,0,[4],es_45,4.0,True
118,1,EFICIENCIA ENERGETICA,1,2012,1,2012,29,33,0,[5],es_46,5.0,True
119,1,EFICIENCIA ENERGETICA,1,2012,1,2012,21,24,0,[4],es_47,4.0,True
121,1,EFICIENCIA ENERGETICA,1,2012,1,2012,29,30,0,[5],es_86,5.0,True
122,1,EFICIENCIA ENERGETICA,1,2012,0,0,15,0,0,[0],es_87,0.0,False
123,1,EFICIENCIA ENERGETICA,1,2012,1,2012,30,20,0,[5],es_88,5.0,True
124,1,EFICIENCIA ENERGETICA,1,2012,1,2012,33,34,0,[5],es_52,5.0,True
125,1,EFICIENCIA ENERGETICA,1,2012,0,0,0,0,0,[0],es_89,0.0,False
126,1,EFICIENCIA ENERGETICA,1,2012,1,2012,25,18,0,[3],es_90,3.0,True
127,1,EFICIENCIA ENERGETICA,1,2012,1,2012,28,11,0,[4],es_91,4.0,True
128,1,EFICIENCIA ENERGETICA,1,2012,1,2012,24,28,0,[4],es_92,4.0,True
129,1,EFICIENCIA ENERGETICA,1,2012,1,2012,39,24,0,[5],es_57,5.0,True
130,1,EFICIENCIA ENERGETICA,1,2012,1,2012,23,30,0,[5],es_58,5.0,True
131,1,EFICIENCIA ENERGETICA,1,2012,1,2012,30,10,0,[2],es_93,2.0,True
132,1,EFICIENCIA ENERGETICA,1,2012,1,2012,29,29,0,[5],es_94,5.0,True
133,1,EFICIENCIA ENERGETICA,1,2012,0,2012,24,32,0,[0],es_95,0.0,True
134,1,EFICIENCIA ENERGETICA,1,2012,1,2012,20,22,0,[3],es_61,3.0,True
157,1,TRATAMIENTO DE AGUAS,1,2012,1,2012,24,36,0,[5],es_118,5.0,True
158,1,MANTENIMIENTO DE CAMINOS,1,2012,1,2012,12,29,10,[5],es_119,5.0,True
159,1,MANTENIMIENTO DE CAMINOS,1,2012,0,0,0,0,0,[0],es_120,0.0,False
160,1,MANTENIMIENTO DE CAMINOS,1,2012,1,2012,16,28,10,[4],es_99,4.0,True
163,1,MANTENIMIENTO DE CAMINOS,1,2012,1,2012,19,28,10,[5],es_122,5.0,True
164,1,MANTENIMIENTO DE CAMINOS,1,2012,1,2012,18,17,8,[3],es_123,3.0,True
168,1,EVALUACION DE PROYECTOS,1,2012,1,2011,0,0,0,[5],es_102,5.0,True
169,1,EVALUACION DE PROYECTOS,1,2012,1,2012,20,31,0,[3],es_126,3.0,True
170,1,EVALUACION DE PROYECTOS,1,2012,0,0,0,0,0,[0],es_127,0.0,False
171,1,EVALUACION DE PROYECTOS,1,2012,1,2012,23,45,0,[5],es_128,5.0,True
172,1,EVALUACION DE PROYECTOS,1,2012,1,2012,24,35,0,[5],es_129,5.0,True
173,1,EVALUACION DE PROYECTOS,1,2012,1,2012,19,31,0,[5],es_130,5.0,True
175,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,12,24,0,[4],es_119,4.0,True
176,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,12,14,0,[2],es_120,2.0,True
177,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,13,22,0,[4],es_99,4.0,True
180,1,DISEÑO GEOMETRICO VIAL,1,2012,0,0,0,0,0,[0],es_134,0.0,False
185,1,DISEÑO GEOMETRICO VIAL,1,2012,0,0,0,0,0,[0],es_139,0.0,False
186,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,19,18,0,[2],es_140,2.0,True
194,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,24,22,0,[5],es_122,5.0,True
196,1,DISEÑO GEOMETRICO VIAL,1,2012,0,0,17,18,0,[0],es_123,0.0,False
202,1,DISEÑO GEOMETRICO VIAL,1,2012,1,2012,22,26,0,[5],es_151,5.0,True
207,1,APLICACION DE MODELOS HIDRAULICOS,1,2012,1,2012,11,30,20,[5],es_155,5.0,True
223,1,APLICACION DE MODELOS HIDRAULICOS,1,2012,1,2012,13,28,20,[5],es_148,5.0,True
227,1,APLICACION DE MODELOS HIDRAULICOS,1,2012,0,0,13,0,20,[0],es_165,0.0,False
230,1,APLICACION DE MODELOS HIDRAULICOS,1,2012,1,2012,14,34,20,[5],es_167,5.0,True
232,1,INTERPRETACION DE IMAGENES RADAR,1,2012,1,2012,0,0,0,[4],es_169,4.0,True
233,1,INTERPRETACION DE IMAGENES RADAR,1,2012,1,2012,0,36,10,[5],es_170,5.0,True
234,1,INTERPRETACION DE IMAGENES RADAR,1,2012,0,0,24,0,0,[0],es_171,0.0,False
235,1,DISEÑO Y COMPOS. DE MAPAS Y ATLAS,1,2012,0,2012,20,34,0,[0],es_172,0.0,True
236,1,DISEÑO Y COMPOS. DE MAPAS Y ATLAS,1,2012,0,0,20,36,0,[0],es_171,0.0,False
237,1,SISTEMAS DE CONTROL AUTOMATICO II,1,2012,1,2012,24,36,0,[5],es_72,5.0,True
239,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,19,19,0,[4],es_2,4.0,True
242,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,2012,13,18,0,[0],es_71,0.0,True
243,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,0,0,0,0,[0],es_73,0.0,False
245,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,17,15,0,[3],es_5,3.0,True
246,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,2012,14,13,0,[0],es_10,0.0,True
247,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,16,25,0,[4],es_11,4.0,True
248,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,16,17,0,[2],es_37,2.0,True
250,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,0,0,0,0,[0],es_14,0.0,False
251,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,0,9,10,0,[0],es_15,0.0,False
252,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,19,18,0,[3],es_17,3.0,True
253,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,6,13,0,[2],es_19,2.0,True
255,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,0,13,14,0,[0],es_22,0.0,False
256,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,5,13,0,[2],es_173,2.0,True
257,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,14,17,0,[3],es_23,3.0,True
258,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,2012,16,21,0,[1],es_25,1.0,True
260,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,1,0,0,[0],es_174,0.0,False
261,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,12,34,0,[5],es_175,5.0,True
262,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,3,10,0,[0],es_71,0.0,False
263,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,14,13,0,[4],es_72,4.0,True
264,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,8,4,0,[0],es_176,0.0,False
265,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,10,20,0,[3],es_5,3.0,True
266,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,0,0,0,[0],es_177,0.0,False
267,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,10,5,0,[0],es_8,0.0,False
268,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,2,0,0,[0],es_79,0.0,False
269,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,2012,8,18,0,[0],es_178,0.0,True
270,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,14,0,0,[0],es_82,0.0,False
271,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,5,7,0,[2],es_83,2.0,True
272,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,0,0,0,[0],es_18,0.0,False
274,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,8,21,0,[3],es_86,3.0,True
275,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,9,0,0,[0],es_21,0.0,False
276,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,5,18,0,[4],es_88,4.0,True
277,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,18,4,0,[0],es_22,0.0,False
278,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,20,30,0,[5],es_92,5.0,True
279,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,1,2012,22,26,0,[5],es_179,5.0,True
280,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,1,0,0,[0],es_180,0.0,False
281,1,TRANSITORIOS,1,2012,0,0,12,10,0,[0],es_71,0.0,False
282,1,TRANSITORIOS,1,2012,1,2012,17,14,0,[3],es_72,3.0,True
283,1,TRANSITORIOS,1,2012,1,2012,21,19,0,[5],es_176,5.0,True
284,1,TRANSITORIOS,1,2012,1,2012,23,19,0,[5],es_74,5.0,True
285,1,TRANSITORIOS,1,2012,0,0,0,0,0,[0],es_76,0.0,False
286,1,TRANSITORIOS,1,2012,1,2012,20,16,0,[4],es_181,4.0,True
287,1,TRANSITORIOS,1,2012,1,2012,17,19,0,[3],es_11,3.0,True
288,1,TRANSITORIOS,1,2012,1,2012,14,20,0,[4],es_36,4.0,True
289,1,TRANSITORIOS,1,2012,0,2012,0,0,0,[1],es_182,1.0,True
290,1,TRANSITORIOS,1,2012,1,2012,14,11,0,[4],es_83,4.0,True
291,1,TRANSITORIOS,1,2012,0,0,6,8,0,[0],es_41,0.0,False
293,1,TRANSITORIOS,1,2012,1,2012,15,14,0,[2],es_50,2.0,True
294,1,TRANSITORIOS,1,2012,1,2012,16,16,0,[3],es_86,3.0,True
295,1,TRANSITORIOS,1,2012,1,2012,14,9,0,[2],es_88,2.0,True
296,1,TRANSITORIOS,1,2012,1,2012,16,13,0,[3],es_54,3.0,True
297,1,TRANSITORIOS,1,2012,1,2012,14,19,0,[3],es_55,3.0,True
298,1,TRANSITORIOS,1,2012,0,0,14,11,0,[0],es_173,0.0,False
299,1,TRANSITORIOS,1,2012,1,2012,15,9,0,[3],es_57,3.0,True
300,1,TRANSITORIOS,1,2012,1,2012,18,19,0,[4],es_183,4.0,True
301,1,TRANSITORIOS,1,2012,0,0,0,0,0,[0],es_60,0.0,False
393,1,GESTION DE PROYECTOS,1,2012,1,2012,0,0,0,[5],es_247,5.0,True
394,1,GESTION DE PROYECTOS,1,2012,1,2012,0,0,0,[5],es_248,5.0,True
396,1,PROCESOS INDUSTRIALES II,1,2012,1,2012,16,21,15,[4],es_250,4.0,True
398,1,TALLER DE PRACTICA PROFESIONAL EN GESTION,1,2012,1,2012,21,31,0,[5],es_108,5.0,True
399,1,TALLER DE PRACTICA PROFESIONAL EN GESTION,1,2012,1,2012,21,30,0,[5],es_247,5.0,True
2601,1,TALLER DE PRACTICA PROFESIONAL,1,2012,0,0,0,0,0,[0],es_849,0.0,False
2602,1,ADMINISTRACION FINANCIERA,1,2012,0,0,9,0,0,[0],es_850,0.0,False
2603,1,ADMINISTRACION FINANCIERA,1,2012,0,0,5,0,0,[0],es_98,0.0,False
2604,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,20,21,10,[3],es_244,3.0,True
2605,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,17,26,10,[5],es_851,5.0,True
2606,1,ADMINISTRACION FINANCIERA,1,2012,0,0,5,0,0,[0],es_699,0.0,False
2607,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,22,18,10,[3],es_709,3.0,True
2608,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,21,27,10,[5],es_852,5.0,True
2609,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,18,0,10,[3],es_303,3.0,True
2610,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,17,29,10,[5],es_106,5.0,True
2611,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,15,20,10,[3],es_108,3.0,True
2612,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,18,27,10,[5],es_788,5.0,True
2613,1,ADMINISTRACION FINANCIERA,1,2012,0,0,11,21,0,[0],es_247,0.0,False
2614,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,15,21,10,[4],es_111,4.0,True
2615,1,ADMINISTRACION FINANCIERA,1,2012,0,0,6,0,0,[0],es_738,0.0,False
2616,1,ADMINISTRACION FINANCIERA,1,2012,0,2012,7,14,10,[0],es_853,0.0,True
2617,1,ADMINISTRACION FINANCIERA,1,2012,0,2012,11,10,10,[0],es_114,0.0,True
2619,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,18,19,10,[3],es_248,3.0,True
2620,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,15,15,10,[2],es_592,2.0,True
2621,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,22,28,10,[5],es_750,5.0,True
2622,1,ADMINISTRACION FINANCIERA,1,2012,0,0,0,0,0,[0],es_754,0.0,False
2623,1,ADMINISTRACION FINANCIERA,1,2012,1,2012,12,24,10,[3],es_249,3.0,True
4471,1,AVALUO Y TASACION,1,2012,0,0,0,0,0,[0],es_1058,0.0,False
4472,1,AVALUO Y TASACION,1,2012,1,2012,14,27,10,[3],es_810,3.0,True
4474,1,AVALUO Y TASACION,1,2012,0,0,0,0,1,[0],es_257,0.0,False
4475,1,AVALUO Y TASACION,1,2012,1,2012,17,32,10,[5],es_820,5.0,True
4477,1,AVALUO Y TASACION,1,2012,1,2012,17,19,10,[5],es_132,5.0,True
4478,1,AVALUO Y TASACION,1,2012,1,2012,16,33,10,[5],es_100,5.0,True
4481,1,AVALUO Y TASACION,1,2012,1,2012,17,26,9,[4],es_102,4.0,True
4482,1,AVALUO Y TASACION,1,2012,1,2012,18,18,0,[4],es_141,4.0,True
4483,1,AVALUO Y TASACION,1,2012,0,0,0,0,0,[0],es_127,0.0,False
4484,1,AVALUO Y TASACION,1,2012,1,2012,21,20,3,[2],es_833,2.0,True
4487,1,AVALUO Y TASACION,1,2012,0,2012,16,17,3,[0],es_326,0.0,True
4488,1,AVALUO Y TASACION,1,2012,1,2012,22,8,9,[3],es_814,3.0,True
4489,1,AVALUO Y TASACION,1,2012,0,0,0,0,2,[0],es_562,0.0,False
4490,1,AVALUO Y TASACION,1,2012,0,0,18,0,0,[0],es_838,0.0,False
4493,1,AVALUO Y TASACION,1,2012,1,2012,20,32,9,[5],es_834,5.0,True
4496,1,AVALUO Y TASACION,1,2012,1,2012,14,24,9,[5],es_130,5.0,True
4497,1,AVALUO Y TASACION,1,2012,1,2012,20,29,10,[5],es_832,5.0,True
4519,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,21,9,[3],es_1058,3.0,True
4520,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,29,8,[5],es_816,5.0,True
4521,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,24,29,8,[5],es_820,5.0,True
4522,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,14,22,9,[4],es_132,4.0,True
4525,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,31,8,[5],es_100,5.0,True
4526,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,23,7,[5],es_133,5.0,True
4527,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,17,27,8,[5],es_136,5.0,True
4528,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,17,24,8,[4],es_137,4.0,True
4530,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,14,24,9,[5],es_127,5.0,True
4531,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,29,8,[5],es_142,5.0,True
4532,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,9,24,9,[2],es_143,2.0,True
4535,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,14,16,10,[3],es_546,3.0,True
4536,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,22,8,[4],es_145,4.0,True
4537,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,11,26,9,[4],es_814,4.0,True
4538,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,21,29,8,[5],es_110,5.0,True
4539,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,0,2012,9,25,8,[0],es_337,0.0,True
4540,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,15,29,10,[5],es_562,5.0,True
4541,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,15,32,9,[5],es_146,5.0,True
4543,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,0,0,0,0,0,[0],es_797,0.0,False
4545,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,17,0,8,[4],es_838,4.0,True
4548,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,20,31,8,[5],es_834,5.0,True
4550,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,13,14,9,[5],es_166,5.0,True
4552,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,27,8,[5],es_128,5.0,True
4553,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,19,19,8,[3],es_129,3.0,True
4554,1,MAQUINAS Y EQUIPOS PARA LA CONSTRUCCION,1,2012,1,2012,17,27,9,[5],es_153,5.0,True
2,2,SOLDADURAS,2,2012,1,2012,24,32,0,[5],es_816,5.0,True
6,2,SOLDADURAS,2,2012,1,2012,20,27,10,[5],es_491,5.0,True
7,2,SOLDADURAS,2,2012,1,2012,18,26,6,[4],es_133,4.0,True
8,2,SOLDADURAS,2,2012,1,2012,23,32,10,[5],es_266,5.0,True
9,2,SOLDADURAS,2,2012,1,2012,23,35,10,[5],es_830,5.0,True
10,2,SOLDADURAS,2,2012,1,2012,22,32,10,[5],es_498,5.0,True
12,2,SOLDADURAS,2,2012,1,2012,23,36,0,[5],es_136,5.0,True
14,2,SOLDADURAS,2,2012,1,2012,23,31,0,[5],es_790,5.0,True
17,2,SOLDADURAS,2,2012,1,2012,17,33,0,[4],es_138,4.0,True
22,2,SOLDADURAS,2,2012,1,2012,22,34,8,[5],es_792,5.0,True
24,2,SOLDADURAS,2,2012,1,2012,22,31,0,[5],es_142,5.0,True
25,2,SOLDADURAS,2,2012,0,2012,0,29,6,[0],es_1453,0.0,True
28,2,SOLDADURAS,2,2012,1,2012,23,33,10,[5],es_144,5.0,True
29,2,SOLDADURAS,2,2012,1,2012,22,31,0,[5],es_318,5.0,True
30,2,SOLDADURAS,2,2012,1,2012,15,31,8,[5],es_322,5.0,True
31,2,SOLDADURAS,2,2012,1,2012,23,28,0,[5],es_145,5.0,True
35,2,SOLDADURAS,2,2012,0,0,0,0,0,[0],es_814,0.0,False
36,2,SOLDADURAS,2,2012,1,2012,14,30,0,[5],es_110,5.0,True
37,2,SOLDADURAS,2,2012,1,2012,15,35,10,[5],es_562,5.0,True
38,2,SOLDADURAS,2,2012,1,2012,23,33,10,[5],es_146,5.0,True
39,2,SOLDADURAS,2,2012,1,2012,8,25,10,[4],es_123,4.0,True
40,2,SOLDADURAS,2,2012,1,2012,22,31,10,[5],es_147,5.0,True
41,2,SOLDADURAS,2,2012,0,0,0,0,0,[0],es_796,0.0,False
42,2,SOLDADURAS,2,2012,1,2012,22,31,10,[5],es_797,5.0,True
46,2,SOLDADURAS,2,2012,1,2012,13,27,10,[5],es_838,5.0,True
49,2,SOLDADURAS,2,2012,1,2012,23,34,9,[5],es_149,5.0,True
